address;webSite;helpPhone;dimensions;coordinates
Нижегородская улица, дом 3Б, ;sch1468.mskobr.ru;+7 (495) 670-06-27;площадь (кв. м): 800;{type=Point, coordinates=[37.678825414816, 55.740835378636]}
улица Трофимова, дом 6;danilovsky.mos.ru;+7 (495) 952-70-75;площадь (кв. м): 350;{type=Point, coordinates=[37.664293266921845, 55.702455501972494]}
улица Молостовых, дом 6А;sch922v.mskobr.ru;+7 (495) 300-44-81;площадь (кв. м): 325;{type=Point, coordinates=[37.826268186508045, 55.76333143586707]}
Житная улица, дом 6;sch627.mskobr.ru;+7 (499) 238-10-90;площадь (кв. м): 288;{type=Point, coordinates=[37.620262061514, 55.730766597468]}
Донская улица, дом 10;lic1799.mskobr.ru;+7 (499) 237-66-66;площадь (кв. м): 600;{type=Point, coordinates=[37.605451750859, 55.723023686036]}
Донская улица, дом 21;lic1799.mskobr.ru;+7 (499) 237-09-91;площадь (кв. м): 200;{type=Point, coordinates=[37.607838492643, 55.72254795164]}
Брошевский переулок, дом 21;sch1468.mskobr.ru;+7 (495) 670-06-27;площадь (кв. м): 450;{type=Point, coordinates=[37.67318409857, 55.735741056898]}
5-й Котельнический переулок, дом 8;sch2104c.mskobr.ru;+7 (495) 915-64-61;площадь (кв. м): 600;{type=Point, coordinates=[37.648743529754, 55.742397501904]}
5-й Котельнический переулок, дом 8;sch2104c.mskobr.ru;+7 (495) 915-64-61;площадь (кв. м): 300;{type=Point, coordinates=[37.648559798436, 55.742319893122]}
улица Крупской, дом 17;sch7uz.mskobr.ru;+7 (499) 138-38-09;площадь (кв. м): 1500;{type=Point, coordinates=[37.524472, 55.683913]}
Университетский проспект, дом 7;sch2086uz.mskobr.ru;+7 (495) 938-00-25;площадь (кв. м): 448;{type=Point, coordinates=[37.549778, 55.695387]}
улица Гарибальди, дом 14 ;sch117.mskobr.ru;+7 (499) 132-20-83;площадь (кв. м): 200;{type=Point, coordinates=[37.539104656128, 55.671613505696]}
Олимпийский проспект, дом 22;meschanka.mos.ru/;+7 (495) 607-69-40;площадь (кв. м): 450;{type=Point, coordinates=[37.622819, 55.787153]}
Скорняжный переулок, дом 3 ;lycc1500.mskobr.ru;+7 (495) 624-05-34;площадь (кв. м): 450;{type=Point, coordinates=[37.643366171634, 55.773780403946]}
Скорняжный переулок, дом 3 ;lycc1500.mskobr.ru;+7 (495) 624-05-34;площадь (кв. м): 444;{type=Point, coordinates=[37.641982266201, 55.773213289428]}
Садовая-Спасская улица, дом 8 ;sch1284.mskobr.ru;+7 (495) 625-24-53;площадь (кв. м): 512;{type=Point, coordinates=[37.640101746198, 55.770456950761]}
Садовая-Спасская улица, дом 8 ;sch1284.mskobr.ru;+7 (495) 625-24-53;площадь (кв. м): 200;{type=Point, coordinates=[37.639694050427, 55.77052952605]}
Каланчёвская улица, дом 26 ;gk52.mskobr.ru;+7 (495) 680-34-21;площадь (кв. м): 800;{type=Point, coordinates=[37.64810444543766, 55.77870557984348]}
2-й Красносельский переулок, дом 18 ;lycg1525.mskobr.ru;+7 (499) 264-15-11;площадь (кв. м): 450;{type=Point, coordinates=[37.67084490723781, 55.785210708074175]}
Глинистый переулок, дом 7 ;schuc1297.mskobr.ru;+7 (495) 631-21-14;площадь (кв. м): 305.28;{type=Point, coordinates=[37.636837, 55.787227]}
улица Крылатские Холмы, дом 45 ;sch1371z.mskobr.ru;+7 (495) 413-25-74;площадь (кв. м): 931;{type=Point, coordinates=[37.4121522321, 55.763201008159]}
улица Крылатские Холмы, дом 45 ;sch1371z.mskobr.ru;+7 (495) 413-25-74;площадь (кв. м): 728;{type=Point, coordinates=[37.412069830688, 55.762909663978]}
улица Красных Зорь, дом 61;sch587.mskobr.ru;+7 (495) 444-27-14;площадь (кв. м): 600;{type=Point, coordinates=[37.42710510835006, 55.725232185830066]}
улица Крылатские Холмы, дом 15 ;sch1133.mskobr.ru;+7 (495) 413-77-55;площадь (кв. м): 288;{type=Point, coordinates=[37.418010781485, 55.751631958306]}
улица Дениса Давыдова, дом 5;sch1726z.mskobr.ru;+7 (499) 148-99-39;площадь (кв. м): 420;{type=Point, coordinates=[37.518661471253, 55.738425045175]}
улица Красных Зорь, дом 61;sch587.mskobr.ru;+7 (495) 444-27-14;площадь (кв. м): 312;{type=Point, coordinates=[37.42661158189, 55.725167807711]}
улица Крылатские Холмы, дом 15 ;sch1133.mskobr.ru;+7 (495) 413-77-55;площадь (кв. м): 800;{type=Point, coordinates=[37.417310724933, 55.752391701952]}
улица Ращупкина, дом 3;zkno.mskobr.ru;+7 (495) 446-34-73;площадь (кв. м): 288;{type=Point, coordinates=[37.44537007528108, 55.724925530424585]}
улица Дениса Давыдова, дом 5;sch1726z.mskobr.ru;+7 (499) 148-99-39;площадь (кв. м): 800;{type=Point, coordinates=[37.518138440495, 55.738345573164]}
улица Генерала Белобородова, дом 22;lyc1564.mskobr.ru;+7 (495) 505-97-41;площадь (кв. м): 350;{type=Point, coordinates=[37.354425542768, 55.831775044642]}
Поклонная улица, дом 2;university-school.mskobr.ru;+7 (499) 249-44-42;площадь (кв. м): 306;{type=Point, coordinates=[37.531568315264, 55.737374772283]}
Таллинская улица, дом 16 ;sch1155sz.mskobr.ru;+7 (495) 756-62-90;площадь (кв. м): 405;{type=Point, coordinates=[37.399722311283, 55.797413299138]}
Пятницкое шоссе, дом 45 ;gym1358sz.mskobr.ru;+7 (495) 751-69-72;площадь (кв. м): 162;{type=Point, coordinates=[37.34526700097938, 55.85724329149272]}
Партизанская улица, дом 39;sch1293.mskobr.ru;+7 (499) 140-34-89;площадь (кв. м): 420;{type=Point, coordinates=[37.40288936999284, 55.73884242181495]}
Студенческая улица, дом 24;sch1465.mskobr.ru;+7 (499) 240-51-63;площадь (кв. м): 600;{type=Point, coordinates=[37.54629563464, 55.743359969887]}
Партизанская улица, дом 39;sch1293.mskobr.ru;+7 (499) 140-34-89;площадь (кв. м): 800;{type=Point, coordinates=[37.40347945597699, 55.738924136016145]}
Партизанская улица, дом 39;sch1293.mskobr.ru;+7 (499) 140-34-89;площадь (кв. м): 420;{type=Point, coordinates=[37.403125404386515, 55.738681636849044]}
улица Лётчика Грицевца, дом 5 ;gum1788tn.mskobr.ru;+7 (495) 827-02-64;площадь (кв. м): 280;{type=Point, coordinates=[37.30740378902359, 55.623974466096115]}
шоссе Энтузиастов, дом 72;gymmg.mskobr.ru;+7 (495) 672-26-31;площадь (кв. м): 70;{type=Point, coordinates=[37.78193912638845, 55.7636226380899]}
Волочаевская улица, дом 16;lefortovo.mos.ru;+7 (495) 361-17-84;площадь (кв. м): 432;{type=Point, coordinates=[37.67985320094742, 55.755199413181025]}
улица Дмитрия Кабалевского, дом 22 ;schtn1392.mskobr.ru/;+7 (495) 841-59-19;площадь (кв. м): 420;{type=Point, coordinates=[37.328872, 55.502437]}
улица Дмитрия Кабалевского, дом 22 ;schtn1392.mskobr.ru/;+7 (495) 841-59-19;площадь (кв. м): 288;{type=Point, coordinates=[37.329014, 55.503071]}
улица Марии Ульяновой, дом 5А;sch7uz.mskobr.ru;+7 (499) 138-03-58;площадь (кв. м): 308;{type=Point, coordinates=[37.5222568912707, 55.67871999685011]}
Фрязевская улица, дом 5;sch1324.mskobr.ru;+7 (495) 303-51-30;площадь (кв. м): 3200;{type=Point, coordinates=[37.819019925173, 55.745895154759]}
село Кленово, Центральная улица, дом 3;sch2073.mskobr.ru;+7 (495) 865-63-72;площадь (кв. м): 1008;{type=Point, coordinates=[37.344442872635554, 55.32279960419587]}
Федеративный проспект, дом 8А;gymmg.mskobr.ru;+7 (495) 304-76-84;площадь (кв. м): 190;{type=Point, coordinates=[37.800280731434, 55.75655459295]}
Федеративный проспект, дом 27;sch1324.mskobr.ru;+7 (495) 303-51-30;площадь (кв. м): 510;{type=Point, coordinates=[37.820275420341, 55.754602957337]}
Федеративный проспект, дом 27;sch1324.mskobr.ru;+7 (495) 303-51-30;площадь (кв. м): 330;{type=Point, coordinates=[37.819798930445, 55.754654034648]}
Федеративный проспект, дом 11;gymmg.mskobr.ru;+7 (495) 304-76-84;площадь (кв. м): 400;{type=Point, coordinates=[37.804097609262, 55.757022955074]}
улица Сталеваров, дом 16А;gym1504.mskobr.ru;+7 (495) 302-64-04;площадь (кв. м): 162;{type=Point, coordinates=[37.836854310119, 55.756730292752]}
улица Алексея Дикого, дом 18А;sch2093.mskobr.ru;+7 (495) 302-01-16;площадь (кв. м): 1800;{type=Point, coordinates=[37.810353604593, 55.746022649027]}
улица Сталеваров, дом 10А;gym1504.mskobr.ru;+7 (495) 307-05-00;площадь (кв. м): 595;{type=Point, coordinates=[37.83905576114019, 55.76210669217692]}
улица Малая Ордынка, дом 29;ks54.mskobr.ru;+7 (495) 134-12-34;площадь (кв. м): 276;{type=Point, coordinates=[37.626100809856, 55.734055593822]}
Союзный проспект, дом 2;sch2093.mskobr.ru;+7 (495) 302-01-16;площадь (кв. м): 351;{type=Point, coordinates=[37.803893021848, 55.749994795908]}
Союзный проспект, дом 2;sch2093.mskobr.ru;+7 (495) 302-01-16;площадь (кв. м): 800;{type=Point, coordinates=[37.803471195106, 55.750056602398]}
улица Покровка, дом 10 ;pkvartal.mskobr.ru;+7 (495) 917-54-00;площадь (кв. м): 160;{type=Point, coordinates=[37.644061776053, 55.758325574111]}
Соловьиный проезд, дом 16 ;sch1103uz.mskobr.ru;+7 (495) 426-17-11;площадь (кв. м): 384;{type=Point, coordinates=[37.554769027774, 55.606341746146]}
Покровский бульвар, дом 10 ;cevdcao.mskobr.ru;+7 (495) 917-90-13;площадь (кв. м): 560;{type=Point, coordinates=[37.647054800057845, 55.755910820845216]}
Лефортовский переулок, дом 10;sch354c.mskobr.ru;+7 (499) 267-74-64;площадь (кв. м): 140;{type=Point, coordinates=[37.677788333342, 55.769654104049]}
Полимерная улица, дом 7А;kollege24.mskobr.ru;+7 (499) 461-52-19;площадь (кв. м): 72;{type=Point, coordinates=[37.797977, 55.747912]}
Перовская улица, дом 66Д;sch2072v.mskobr.ru/;+7 (495) 306-45-20;площадь (кв. м): 420;{type=Point, coordinates=[37.80185753869164, 55.7427652847622]}
Гороховский переулок, дом 10;sch354c.mskobr.ru;+7 (499) 267-74-64;площадь (кв. м): 800;{type=Point, coordinates=[37.665409668648, 55.764391384368]}
улица Константинова, дом 16;alekseevsky.mos.ru;+7 (495) 682-45-84;площадь (кв. м): 286;{type=Point, coordinates=[37.65755301351903, 55.81697204613949]}
Басовская улица, дом 12;ks54.mskobr.ru;+7 (495) 134-12-34;площадь (кв. м): 600;{type=Point, coordinates=[37.740541201049, 55.738016874181]}
Профсоюзная улица, дом 24 ;lyc1533.mskobr.ru;+7 (499) 124-55-65;площадь (кв. м): 450;{type=Point, coordinates=[37.561783485417, 55.680163577243]}
Профсоюзная улица, дом 24 ;lyc1533.mskobr.ru;+7 (499) 124-55-65;площадь (кв. м): 450;{type=Point, coordinates=[37.56155480414, 55.6802529916]}
Новогиреевская улица, дом 22А;sch1637.mskobr.ru/;+7 (495) 672-85-81;площадь (кв. м): 786;{type=Point, coordinates=[37.790803142088, 55.756747666121]}
Зарайская улица, дом 55;sch777uv.mskobr.ru;+7 (499) 171-96-10;площадь (кв. м): 450;{type=Point, coordinates=[37.777623093216, 55.727673671947]}
Профсоюзная улица, дом 24 ;lyc1533.mskobr.ru;+7 (499) 124-55-65;площадь (кв. м): 450;{type=Point, coordinates=[37.561981968884, 55.680098410623]}
Новогиреевская улица, дом 22А;sch1637.mskobr.ru/;+7 (495) 672-85-81;площадь (кв. м): 321.9;{type=Point, coordinates=[37.791876038795, 55.756996077159]}
проспект 60-летия Октября, дом 3 ;sch192uz.mskobr.ru;+7 (499) 135-33-40;площадь (кв. м): 48;{type=Point, coordinates=[37.582498898146795, 55.705326183288115]}
Кастанаевская улица, дом 43;sch2101.mskobr.ru;+7 (499) 144-29-90;площадь (кв. м): 900;{type=Point, coordinates=[37.466545087358, 55.732650415497]}
Инициативная улица, дом 1;int.mskobr.ru;+7 (499) 444-25-71;площадь (кв. м): 1150;{type=Point, coordinates=[37.460194213223, 55.716157629376]}
Дорогобужская улица, дом 13;sch1195.mskobr.ru;+7 (495) 444-65-62;площадь (кв. м): 900;{type=Point, coordinates=[37.41839821388, 55.716612997435]}
Кастанаевская улица, дом 59 ;kadnavy.mskobr.ru;+7 (499) 144-79-18;площадь (кв. м): 420;{type=Point, coordinates=[37.454680483326, 55.731575197289]}
Зелёный проспект, дом 59;1798.mskobr.ru;+7 (495) 302-81-15;площадь (кв. м): 500;{type=Point, coordinates=[37.805194654106, 55.753807191494]}
Зелёный проспект, дом 99А;repin.paint.mos.ru;+7 (495) 302-34-90;площадь (кв. м): 100;{type=Point, coordinates=[37.8278905889548, 55.75151343256268]}
Зелёный проспект, дом 59;1798.mskobr.ru;+7 (495) 302-81-15;площадь (кв. м): 240;{type=Point, coordinates=[37.803867, 55.754225]}
Зелёный проспект, дом 75;1798.mskobr.ru;+7 (495) 302-81-15;площадь (кв. м): 800;{type=Point, coordinates=[37.813608, 55.753269]}
Измайловский бульвар, дом 7;gym1508.mskobr.ru/;+7 (499) 367-21-09;площадь (кв. м): 714;{type=Point, coordinates=[37.785496, 55.798119]}
8-я улица Соколиной Горы, дом 5А;cog429.mskobr.ru;+7 (495) 366-12-51;площадь (кв. м): 364;{type=Point, coordinates=[37.732715789305, 55.768274583432]}
1-я Новокузьминская улица, дом 20 ;sch2090uv.mskobr.ru;+7 (495) 709-77-78;площадь (кв. м): 600;{type=Point, coordinates=[37.788444140251, 55.712598961715]}
Ярославское шоссе, дом 147;schsv760.mskobr.ru;+7 (499) 182-66-19;площадь (кв. м): 288;{type=Point, coordinates=[37.72050897916739, 55.88050406196547]}
улица Павла Корчагина, дом 17;kst.mskobr.ru;+7 (499) 182-67-62;площадь (кв. м): 600;{type=Point, coordinates=[37.662833224059, 55.820114904744]}
Ярославское шоссе, дом 147;schsv760.mskobr.ru;+7 (499) 182-66-19;площадь (кв. м): 800;{type=Point, coordinates=[37.71980087598762, 55.88142676128535]}
Шипиловский проезд, дом 73;sch544u.mskobr.ru;+7 (495) 392-27-27;площадь (кв. м): 510;{type=Point, coordinates=[37.718394916324144, 55.59614458008521]}
Ломоносовский проспект, дом 3А;gym1536uz.mskobr.ru;+7 (499) 138-47-88;площадь (кв. м): 256.25;{type=Point, coordinates=[37.545595660049, 55.683889078509]}
Ломоносовский проспект, дом 3А;gym1536uz.mskobr.ru;+7 (499) 138-47-88;площадь (кв. м): 420;{type=Point, coordinates=[37.545369, 55.683746]}
Ломоносовский проспект, дом 3А;gym1536uz.mskobr.ru;+7 (499) 138-47-88;площадь (кв. м): 1344;{type=Point, coordinates=[37.545825457671626, 55.68349167618395]}
Палехская улица, дом 8;sch1374sv.mskobr.ru;+7 (499) 183-01-56;площадь (кв. м): 600;{type=Point, coordinates=[37.6959553075542, 55.86471023961545]}
Палехская улица, дом 8;sch1374sv.mskobr.ru;+7 (499) 183-01-56;площадь (кв. м): 322;{type=Point, coordinates=[37.697498471753, 55.865343158388]}
Шипиловская улица, дом 18 ;sch878u.mskobr.ru;+7 (495) 392-26-00;площадь (кв. м): 532.14;{type=Point, coordinates=[37.708592899087, 55.617266463179]}
Ленинский проспект, дом 43Б;sch192uz.mskobr.ru;+7 (499) 135-32-91;площадь (кв. м): 80;{type=Point, coordinates=[37.577810827409, 55.703982669706]}
Шипиловская улица, дом 17 ;collegefaberge.mskobr.ru;+7 (499) 618-01-29;площадь (кв. м): 162;{type=Point, coordinates=[37.709183248024, 55.619319557856]}
Новгородская улица, дом 7А;kst.mskobr.ru;+7 (499) 182-67-62;площадь (кв. м): 450;{type=Point, coordinates=[37.579408019374, 55.893100670113]}
Чертановская улица, дом 27;sch1173.mskobr.ru;+7 (495) 313-06-46;площадь (кв. м): 600;{type=Point, coordinates=[37.593852800737, 55.616990283399]}
Шипиловская улица, дом 59 ;schku991.mskobr.ru;+7 (495) 395-12-12;площадь (кв. м): 338;{type=Point, coordinates=[37.750690161103, 55.625158713145]}
Харьковский проезд, дом 5А;stolitsa.mskobr.ru;+7 (495) 636-10-34;площадь (кв. м): 792;{type=Point, coordinates=[37.643146583012, 55.593700641413]}
Ленинский проспект, дом 39А;sch192uz.mskobr.ru;+7 (499) 135-86-19;площадь (кв. м): 1375;{type=Point, coordinates=[37.583116484110455, 55.70631116106201]}
Малахитовая улица, дом 15;co1499sv-new.mskobr.ru;+7 (499) 181-04-47;площадь (кв. м): 880;{type=Point, coordinates=[37.663876242357, 55.832342618397]}
улица Генерала Белова, дом 4;collegetsaritsyno.mskobr.ru;+7 (495) 393-24-09;площадь (кв. м): 576;{type=Point, coordinates=[37.71450297056914, 55.622838519501116]}
улица Борисовские Пруды, дом 36 ;sch998u.mskobr.ru;+7 (916) 989-21-57;площадь (кв. м): 220;{type=Point, coordinates=[37.765681507456, 55.641240949185]}
улица Борисовские Пруды, дом 36 ;sch998u.mskobr.ru;+7 (916) 989-21-57;площадь (кв. м): 336;{type=Point, coordinates=[37.765365006791, 55.639781734369]}
Куликовская улица, дом 3Б;sch2114uz.mskobr.ru;+7 (495) 712-11-45;площадь (кв. м): 540;{type=Point, coordinates=[37.567378140685, 55.570707967227]}
Шереметьевская улица, дом 28;university-school.mskobr.ru;+7 (495) 618-01-00;площадь (кв. м): 448;{type=Point, coordinates=[37.616790654195, 55.806647459048]}
Шереметьевская улица, дом 29;university-school.mskobr.ru;+7 (495) 619-02-53;площадь (кв. м): 448;{type=Point, coordinates=[37.614394134918, 55.803862309311]}
бульвар Дмитрия Донского, дом 6 ;sch2114uz.mskobr.ru;+7 (495) 712-11-45;площадь (кв. м): 612;{type=Point, coordinates=[37.573248210342, 55.569024977019]}
Крылатская улица, дом 45 ;sch1440.mskobr.ru;+7 (499) 726-69-79;площадь (кв. м): 30;{type=Point, coordinates=[37.396405569854046, 55.76944993633291]}
улица Мусы Джалиля, дом 6 ;sch534.mskobr.ru;+7 (495) 395-42-66;площадь (кв. м): 312;{type=Point, coordinates=[37.738997750772, 55.628226787159]}
улица Мусы Джалиля, дом 7 ;sch534.mskobr.ru;+7 (495) 395-26-88;площадь (кв. м): 399.42;{type=Point, coordinates=[37.748092927261, 55.628560299583]}
улица Мусы Джалиля, дом 36 ;gym1569u.mskobr.ru;+7 (495) 394-04-77;площадь (кв. м): 264;{type=Point, coordinates=[37.73982546163692, 55.617879303958595]}
улица Знаменские Садки, дом 3 ;sevbutovo.mos.ru/;+7 (495) 711-18-18;площадь (кв. м): 924;{type=Point, coordinates=[37.57338938288342, 55.57060514657816]}
Ельнинская улица, дом 10;sch887.mskobr.ru;+7 (499) 141-75-83;площадь (кв. м): 288;{type=Point, coordinates=[37.428197711534466, 55.73657477454735]}
Судостроительная улица, дом 31 ;schu463.mskobr.ru/;+7 (499) 618-55-55;площадь (кв. м): 540;{type=Point, coordinates=[37.681551283943, 55.684683018373]}
Судостроительная улица, дом 31 ;schu463.mskobr.ru/;+7 (499) 618-55-55;площадь (кв. м): 375;{type=Point, coordinates=[37.681237465487, 55.685049278525]}
Судостроительная улица, дом 32 ;gym1527u.mskobr.ru;+7 (499) 616-83-44;площадь (кв. м): 450;{type=Point, coordinates=[37.688073292738, 55.682376906366]}
Старокаширское шоссе, дом 2 ;lyc507u.mskobr.ru/;+7 (499) 613-91-87;площадь (кв. м): 450;{type=Point, coordinates=[37.627004416007, 55.659609377444]}
Симферопольский бульвар, дом 23А;sch1862u.mskobr.ru;+7 (499) 610-98-11;площадь (кв. м): 337.5;{type=Point, coordinates=[37.607633520167255, 55.65055263188939]}
проспект Андропова, дом 17 ;gym1527u.mskobr.ru;+7 (499) 618-70-05;площадь (кв. м): 544;{type=Point, coordinates=[37.669332437274, 55.681875015545]}
Паромная улица, дом 5 ;sch998u.mskobr.ru;+7 (916) 989-21-57;площадь (кв. м): 336;{type=Point, coordinates=[37.763660960002, 55.639042254493]}
Педагогическая улица, дом 3;sch902.mskobr.ru;+7 (495) 326-96-46;площадь (кв. м): 392;{type=Point, coordinates=[37.66512928570554, 55.59650776570338]}
Паромная улица, дом 5 ;sch998u.mskobr.ru;+7 (916) 989-21-57;площадь (кв. м): 360;{type=Point, coordinates=[37.76472847919, 55.639796246529]}
Ореховый проезд, дом 17 ;sch534.mskobr.ru;+7 (495) 395-32-13;площадь (кв. м): 162;{type=Point, coordinates=[37.734115239968, 55.624277425323]}
Ореховый проезд, дом 17 ;sch534.mskobr.ru;+7 (495) 395-32-13;площадь (кв. м): 450;{type=Point, coordinates=[37.735169881342, 55.623480349993]}
Паромная улица, дом 5 ;sch998u.mskobr.ru;+7 (916) 989-21-57;площадь (кв. м): 375;{type=Point, coordinates=[37.76293202486963, 55.63873123395997]}
Ореховый бульвар, дом 22;stolitsa.mskobr.ru;+7 (495) 636-10-34;площадь (кв. м): 720;{type=Point, coordinates=[37.73704710318, 55.612316497812]}
Ореховый бульвар, дом 21 ;sch939u.mskobr.ru;+7 (495) 393-97-00;площадь (кв. м): 392;{type=Point, coordinates=[37.723612174216, 55.61304179098]}
Паромная улица, дом 5 ;sch998u.mskobr.ru;+7 (916) 989-21-57;площадь (кв. м): 442;{type=Point, coordinates=[37.763771662459, 55.638817895927]}
улица Кондратюка, дом 5;sch1220.mskobr.ru;+7 (495) 683-09-08;площадь (кв. м): 598;{type=Point, coordinates=[37.633980464122, 55.818900671688]}
Нагатинская улица, дом 35 ;nagatino-sadovniki.mos.ru;+7 (499) 612-07-46;площадь (кв. м): 1456;{type=Point, coordinates=[37.661428031139735, 55.67893260520163]}
улица Павла Корчагина, дом 13 ;gym1503.mskobr.ru;+7 (495) 683-77-12;площадь (кв. м): 336;{type=Point, coordinates=[37.659983058827, 55.818878834366]}
Липецкая улица, дом 2 ;35finance.mskobr.ru;+7 (495) 327-50-91;площадь (кв. м): 264;{type=Point, coordinates=[37.667833711639, 55.604110252065]}
Кустанайская улица, дом 10 ;sch2116.mskobr.ru;+7 (495) 396-83-63;площадь (кв. м): 336;{type=Point, coordinates=[37.751074275354, 55.618444429672]}
Кустанайская улица, дом 10 ;sch2116.mskobr.ru;+7 (495) 396-83-63;площадь (кв. м): 375;{type=Point, coordinates=[37.750363489965, 55.61825299351]}
Касимовская улица, дом 7 ;sch902.mskobr.ru;+7 (495) 326-37-29;площадь (кв. м): 165;{type=Point, coordinates=[37.655218346837, 55.599700357617]}
Касимовская улица, дом 15 ;sch508u.mskobr.ru;+7 (495) 326-63-38;площадь (кв. м): 96;{type=Point, coordinates=[37.657164863753344, 55.59732105389049]}
Кантемировская улица, дом 22 ;sch2000u.mskobr.ru;+7 (499) 324-61-45;площадь (кв. м): 405;{type=Point, coordinates=[37.661364413669, 55.641056218758]}
Задонский проезд, дом 34 ;sch2116.mskobr.ru;+7 (495) 395-92-64;площадь (кв. м): 390;{type=Point, coordinates=[37.75374957464, 55.621145564568]}
Загородное шоссе, дом 8А;sch630.mskobr.ru;+7 (495) 954-93-65;площадь (кв. м): 300;{type=Point, coordinates=[37.602558518131, 55.693484114075]}
Дербеневская улица, дом 14 ;tk34.mskobr.ru;+7 (499) 611-15-91;площадь (кв. м): 225;{type=Point, coordinates=[37.647976068787, 55.723888535135]}
Булатниковская улица, дом 1А;sch667u.mskobr.ru;+7 (495) 383-89-56;площадь (кв. м): 210;{type=Point, coordinates=[37.655401254682, 55.577859197912]}
улица Цюрупы, дом 14Б;university-school.mskobr.ru;+7 (499) 128-69-22;площадь (кв. м): 300;{type=Point, coordinates=[37.572229753303, 55.670772936565]}
улица Саморы Машела, дом 6 ;sch1995uz.mskobr.ru;+7 (495) 735-11-00;площадь (кв. м): 510;{type=Point, coordinates=[37.498987169743, 55.645345065234]}
Профсоюзная улица, дом 62;schkuz17.mskobr.ru;+7 (499) 128-76-12;площадь (кв. м): 1500;{type=Point, coordinates=[37.5483664649429, 55.66690674290609]}
Профсоюзная улица, дом 62;schkuz17.mskobr.ru;+7 (499) 128-76-12;площадь (кв. м): 180;{type=Point, coordinates=[37.54918140013886, 55.66688806406654]}
улица Саморы Машела, дом 6 ;sch1995uz.mskobr.ru;+7 (495) 735-11-00;площадь (кв. м): 200;{type=Point, coordinates=[37.497486016105, 55.646149667127]}
улица Каховка, дом 12 ;sch554uz.mskobr.ru;+7 (499) 122-85-00;площадь (кв. м): 240;{type=Point, coordinates=[37.578675821775, 55.655572600356]}
улица Каховка, дом 12 ;sch554uz.mskobr.ru;+7 (499) 122-85-00;площадь (кв. м): 450;{type=Point, coordinates=[37.57834450243, 55.655597616371]}
Сивашская улица, дом 2 ;sch1279.mskobr.ru;+7 (499) 317-16-27;площадь (кв. м): 800;{type=Point, coordinates=[37.605214201868, 55.660553963849]}
Сивашская улица, дом 2 ;sch1279.mskobr.ru;+7 (499) 317-16-27;площадь (кв. м): 432;{type=Point, coordinates=[37.606569569187, 55.65978895267]}
улица Маршала Новикова, дом 2 ;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 605;{type=Point, coordinates=[37.469636813400115, 55.80255926338936]}
Олонецкий проезд, дом 18 ;babushkinsky.mos.ru;+7 (495) 471-11-70;площадь (кв. м): 478;{type=Point, coordinates=[37.663347902070015, 55.87707067624918]}
улица Расплетина, дом 4 ;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 405;{type=Point, coordinates=[37.48100054721706, 55.78945326758941]}
улица Маршала Мерецкова, дом 8;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 278;{type=Point, coordinates=[37.48915907885452, 55.79470502882788]}
Бескудниковский бульвар, дом 53;cob.mskobr.ru;+7 (499) 488-12-75;площадь (кв. м): 385.32;{type=Point, coordinates=[37.542748511155, 55.872291936037]}
улица Академика Бочвара, дом 9;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 637;{type=Point, coordinates=[37.460519219678154, 55.80445459597093]}
Новощукинская улица, дом 4 ;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 468;{type=Point, coordinates=[37.45752820440487, 55.80844834278867]}
Живописная улица, дом 48;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 846;{type=Point, coordinates=[37.451970207349824, 55.800765775694856]}
Новощукинская улица, дом 8;shukino.ru;+7 (499) 194-99-01;площадь (кв. м): 332;{type=Point, coordinates=[37.45621415341123, 55.806752423896555]}
улица Бусиновская Горка, дом 7 ;sch1125s.mskobr.ru;+7 (495) 486-62-95;площадь (кв. м): 1350;{type=Point, coordinates=[37.491261952841, 55.882381155138]}
Дегунинская улица, дом 18;sch2100.mskobr.ru;+7 (499) 905-48-85;площадь (кв. м): 2100;{type=Point, coordinates=[37.535471391495, 55.866979588158]}
улица Бусиновская Горка, дом 7 ;sch1125s.mskobr.ru;+7 (495) 486-62-95;площадь (кв. м): 437.9;{type=Point, coordinates=[37.491251224004, 55.882757080922]}
Дегунинская улица, дом 18;sch2100.mskobr.ru;+7 (499) 905-48-85;площадь (кв. м): 162;{type=Point, coordinates=[37.534882646615, 55.867263619536]}
Дегунинская улица, дом 18;sch2100.mskobr.ru;+7 (499) 905-48-85;площадь (кв. м): 280;{type=Point, coordinates=[37.533120435292, 55.867114890424]}
Болотниковская улица, дом 36А;sch1279.mskobr.ru;+7 (495) 123-65-14;площадь (кв. м): 375;{type=Point, coordinates=[37.594169626984, 55.660977998414]}
Багратионовский проезд, дом 10;mducekt.mskobr.ru;+7 (495) 318-04-67;площадь (кв. м): 480;{type=Point, coordinates=[37.509207420753, 55.745300801647]}
улица 800-летия Москвы, дом 7А;sch222s.mskobr.ru;+7 (499) 480-53-22;площадь (кв. м): 427.5;{type=Point, coordinates=[37.561696394963, 55.882201107753]}
Бобруйская улица, дом 7;ck41.mskobr.ru;+7 (499) 141-91-97;площадь (кв. м): 800;{type=Point, coordinates=[37.4004568075474, 55.73586533296744]}
